season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
12,Main,Viego,48,60.0,18,30,9,19,11,63.3,3.57,2.13,5.6,4.3,173.6,5.45,11.2,351.0,9800.0,309.0,66.9,26.0,19.1
12,Main,Akali,48,60.0,24,24,11,12,12,50.0,3.67,2.17,3.33,3.23,259.58,8.44,12.1,392.0,15200.0,495.0,52.5,27.5,21.5
12,Main,Fiora,42,52.5,23,19,10,9,10,47.4,2.63,2.0,3.16,2.89,269.53,8.7,12.4,401.0,14300.0,461.0,48.0,21.8,22.3
12,Main,Renata Glasc,41,51.2,20,21,10,13,8,61.9,1.0,2.38,9.0,4.2,22.81,0.73,7.6,243.0,5300.0,169.0,73.2,7.3,13.5
12,Main,Aphelios,39,48.8,8,31,10,17,14,54.8,3.97,2.06,4.48,4.09,288.03,9.41,13.4,438.0,17800.0,580.0,65.2,30.6,24.4
12,Main,Renekton,39,48.8,23,16,9,5,11,31.3,2.44,3.44,3.94,1.85,271.63,8.11,12.9,386.0,14500.0,433.0,52.6,20.1,21.8
12,Main,Viktor,35,43.8,16,19,10,6,13,31.6,2.26,3.37,4.53,2.02,293.42,8.59,13.4,392.0,22900.0,670.0,66.5,22.2,22.7
12,Main,Kalista,31,38.8,13,18,10,7,11,38.9,3.44,2.72,4.22,2.82,301.89,9.18,14.0,425.0,13700.0,416.0,63.6,28.6,24.4
12,Main,Ornn,31,38.8,15,16,11,9,7,56.3,1.31,2.19,5.75,3.23,229.44,7.04,11.0,337.0,13800.0,422.0,57.4,10.7,19.2
12,Main,Nami,27,33.8,1,26,9,15,11,57.7,0.85,2.27,9.85,4.71,13.42,0.43,7.7,247.0,6200.0,199.0,78.8,6.2,13.4
12,Main,Varus,27,33.8,8,19,10,9,10,47.4,3.21,2.16,4.42,3.54,295.32,8.97,13.7,416.0,18600.0,566.0,62.5,26.3,23.7
12,Main,Lee Sin,23,28.7,8,15,9,7,8,46.7,1.47,2.87,6.13,2.65,159.33,5.01,9.7,306.0,8200.0,257.0,64.8,12.5,17.6
12,Main,Poppy,22,27.5,9,13,9,4,9,30.8,1.0,2.23,5.77,3.03,145.62,4.8,8.9,294.0,7800.0,257.0,69.3,10.2,17.1
12,Main,LeBlanc,22,27.5,14,8,4,3,5,37.5,3.5,1.0,4.25,7.75,241.63,7.98,12.1,401.0,20500.0,678.0,61.4,27.7,22.8
12,Main,Camille,21,26.3,10,11,5,8,3,72.7,3.64,2.64,5.91,3.62,268.64,7.7,13.8,394.0,17500.0,502.0,66.5,25.3,21.4
12,Main,Heimerdinger,21,26.3,13,8,3,4,4,50.0,0.88,3.38,6.25,2.11,35.63,1.02,8.8,253.0,14900.0,427.0,54.8,6.7,13.8
12,Main,Vi,18,22.5,6,12,8,6,6,50.0,1.67,3.08,7.58,3.0,148.25,4.97,9.4,316.0,7100.0,237.0,66.1,11.9,17.3
12,Main,Nautilus,18,22.5,11,7,6,1,6,14.3,0.71,4.43,5.0,1.29,35.57,1.02,7.1,204.0,3800.0,109.0,57.1,7.1,12.1
12,Main,Lulu,16,20.0,1,15,7,8,7,53.3,0.53,2.2,7.8,3.79,15.53,0.49,7.4,233.0,4500.0,141.0,66.1,4.2,12.9
12,Main,Jax,16,20.0,5,11,7,5,6,45.5,1.73,2.45,3.36,2.07,245.55,7.9,11.6,373.0,10800.0,347.0,45.9,15.6,21.3
12,Main,Jarvan IV,16,20.0,8,8,6,2,6,25.0,1.38,4.13,6.5,1.91,148.5,4.54,9.4,286.0,7800.0,240.0,90.0,15.7,16.9
12,Main,Gragas,14,17.5,3,11,7,8,3,72.7,2.0,2.09,6.45,4.04,209.91,6.53,11.1,346.0,14500.0,452.0,58.1,13.8,18.8
12,Main,Gnar,14,17.5,5,9,5,4,5,44.4,1.56,3.44,3.44,1.45,246.89,8.23,11.2,373.0,12900.0,429.0,45.0,14.0,20.9
12,Main,Taliyah,14,17.5,7,7,4,3,4,42.9,2.14,3.0,5.57,2.57,257.71,8.18,11.6,368.0,14300.0,455.0,70.1,19.5,21.2
12,Main,Lissandra,14,17.5,9,5,4,3,2,60.0,1.6,2.8,7.8,3.36,216.8,7.82,10.6,382.0,11500.0,414.0,69.1,11.8,20.3
12,Main,Kai'Sa,13,16.3,5,8,6,5,3,62.5,5.88,1.38,4.0,7.18,294.5,9.67,14.1,462.0,15700.0,516.0,63.2,37.6,24.7
12,Main,Thresh,13,16.3,6,7,4,4,3,57.1,1.14,2.86,9.0,3.55,33.43,1.15,7.1,245.0,4200.0,143.0,76.3,8.6,13.4
12,Main,Ashe,13,16.3,7,6,3,4,2,66.7,3.17,2.17,6.67,4.54,264.17,7.21,13.9,380.0,16000.0,437.0,62.8,20.2,20.0
12,Main,Draven,13,16.3,7,6,5,3,3,50.0,4.33,3.33,1.83,1.85,279.83,8.86,14.6,462.0,13400.0,424.0,63.8,44.8,25.9
12,Main,Soraka,12,15.0,3,9,6,4,5,44.4,0.33,2.78,7.0,2.64,18.22,0.57,7.1,223.0,5700.0,179.0,71.0,3.2,12.9
12,Main,Leona,12,15.0,3,9,7,2,7,22.2,0.56,3.78,5.56,1.62,34.78,1.2,6.5,223.0,2900.0,100.0,67.1,6.1,13.2
12,Main,Trundle,12,15.0,5,7,4,4,3,57.1,1.57,2.0,6.57,4.07,152.86,5.08,9.4,314.0,7600.0,252.0,69.5,13.4,17.8
12,Main,Ryze,12,15.0,8,4,2,3,1,75.0,4.75,2.75,4.5,3.36,282.75,8.79,14.0,434.0,15900.0,494.0,56.9,29.2,22.7
12,Main,Amumu,11,13.8,5,6,4,2,4,33.3,1.0,4.17,7.67,2.08,36.67,1.17,7.3,233.0,5500.0,174.0,77.6,9.0,13.4
12,Main,Bel'Veth,11,13.8,5,6,5,1,5,16.7,1.67,3.33,3.67,1.6,170.5,6.11,9.3,335.0,7000.0,251.0,57.1,17.9,20.3
12,Main,Sivir,10,12.5,2,8,6,7,1,87.5,5.0,1.25,8.5,10.8,329.25,10.38,15.3,484.0,22000.0,695.0,85.7,31.7,25.8
12,Main,Karma,10,12.5,3,7,5,2,5,28.6,1.0,3.14,5.14,1.95,22.57,0.68,8.0,241.0,9300.0,280.0,71.7,11.7,14.1
12,Main,Tristana,10,12.5,4,6,6,1,5,16.7,2.0,2.83,2.33,1.53,243.33,9.23,10.5,399.0,9600.0,363.0,56.5,26.1,24.4
12,Main,Yone,10,12.5,5,5,2,5,0,100.0,5.4,2.2,5.2,4.82,295.0,9.04,15.0,459.0,20900.0,641.0,58.2,29.7,23.6
12,Main,Miss Fortune,9,11.3,1,8,4,2,6,25.0,2.38,2.25,3.63,2.67,315.75,9.64,13.4,408.0,17600.0,538.0,66.7,26.4,24.5
12,Main,Rell,9,11.3,3,6,5,4,2,66.7,0.33,3.0,9.0,3.11,33.0,1.15,6.9,240.0,3500.0,120.0,66.7,2.4,13.1
12,Main,Gangplank,9,11.3,5,4,3,2,2,50.0,5.5,3.5,6.0,3.29,226.25,7.79,13.6,467.0,24200.0,834.0,68.7,32.8,24.5
12,Main,Lux,8,10.0,1,7,6,3,4,42.9,0.86,2.71,7.43,3.05,35.57,1.04,8.2,241.0,9500.0,278.0,70.7,7.3,13.8
12,Main,Tahm Kench,8,10.0,2,6,5,2,4,33.3,0.17,3.33,6.67,2.05,36.83,1.23,6.6,221.0,4600.0,155.0,64.1,1.6,12.7
12,Main,Ezreal,8,10.0,3,5,4,1,4,20.0,2.2,2.6,2.6,1.85,324.2,9.84,14.3,435.0,24000.0,729.0,51.1,23.4,25.0
12,Main,Kindred,8,10.0,4,4,1,4,0,100.0,2.0,1.25,6.5,6.8,228.75,6.41,12.9,361.0,14400.0,405.0,70.8,16.7,19.5
12,Main,Galio,8,10.0,4,4,4,1,3,25.0,1.75,3.75,5.0,1.8,241.0,7.27,11.6,349.0,15000.0,453.0,67.5,17.5,20.5
12,Main,Syndra,7,8.8,2,5,4,0,5,0.0,1.8,3.4,4.2,1.76,228.2,6.84,11.4,342.0,16900.0,506.0,73.2,22.0,21.1
12,Main,Ahri,6,7.5,1,5,4,4,1,80.0,5.8,1.0,7.4,13.2,323.0,9.13,16.2,459.0,24600.0,694.0,68.8,30.2,23.5
12,Main,Sett,6,7.5,1,5,4,2,3,40.0,1.6,3.6,5.2,1.89,138.6,4.49,9.0,292.0,9700.0,313.0,57.6,13.6,17.1
12,Main,Hecarim,6,7.5,2,4,3,3,1,75.0,4.5,2.0,8.25,6.38,210.75,5.87,13.0,362.0,13000.0,363.0,76.1,26.9,19.8
12,Main,Jinx,6,7.5,2,4,3,3,1,75.0,2.75,0.75,6.75,12.67,274.0,9.91,12.6,457.0,14200.0,514.0,71.7,20.8,23.7
12,Main,Seraphine,6,7.5,2,4,3,0,4,0.0,0.75,2.5,4.75,2.2,277.5,8.42,11.4,345.0,10300.0,313.0,64.7,8.8,20.7
12,Main,Senna,6,7.5,3,3,3,0,3,0.0,0.33,3.0,4.0,1.44,51.33,1.62,8.2,258.0,8000.0,252.0,76.5,5.9,15.8
12,Main,Nidalee,6,7.5,4,2,2,1,1,50.0,3.0,1.5,4.5,5.0,207.5,7.44,11.3,407.0,18900.0,679.0,78.9,31.6,22.1
12,Main,Pyke,6,7.5,5,1,1,0,1,0.0,2.0,8.0,4.0,0.75,47.0,1.19,10.1,256.0,8400.0,213.0,60.0,20.0,14.8
12,Main,Jayce,5,6.3,2,3,2,3,0,100.0,3.0,5.0,5.67,1.73,251.33,7.95,12.7,403.0,23800.0,752.0,63.4,22.0,21.2
12,Main,Kennen,5,6.3,2,3,3,1,2,33.3,2.0,3.67,3.33,1.45,235.67,7.55,11.0,352.0,15800.0,507.0,59.3,22.2,21.0
12,Main,Braum,4,5.0,2,2,1,2,0,100.0,1.0,1.0,13.5,14.5,35.5,1.05,9.0,264.0,6900.0,203.0,96.7,6.7,13.6
12,Main,Alistar,4,5.0,2,2,2,1,1,50.0,1.0,2.0,10.0,5.5,26.5,0.89,7.2,241.0,4700.0,156.0,66.7,6.1,12.4
12,Main,Kayn,4,5.0,2,2,1,0,2,0.0,3.0,3.0,5.0,2.67,210.5,5.95,12.1,343.0,14900.0,421.0,88.9,33.3,21.0
12,Main,Orianna,3,3.8,0,3,3,2,1,66.7,5.33,1.33,6.33,8.75,320.33,9.56,15.4,460.0,19800.0,590.0,85.4,39.0,24.6
12,Main,Swain,3,3.8,1,2,2,1,1,50.0,2.0,1.5,4.5,4.33,212.5,8.25,9.4,367.0,12800.0,495.0,76.5,23.5,21.8
12,Main,Karthus,3,3.8,2,1,1,1,0,100.0,9.0,5.0,11.0,4.0,266.0,6.4,18.9,455.0,54700.0,1316.0,95.2,42.9,26.0
12,Main,Nocturne,3,3.8,2,1,1,1,0,100.0,5.0,4.0,8.0,3.25,171.0,5.53,11.5,373.0,11600.0,374.0,56.5,21.7,17.2
12,Main,Bard,2,2.5,0,2,2,1,1,50.0,0.0,1.0,7.5,7.5,38.5,1.07,7.5,211.0,4800.0,133.0,55.6,0.0,12.3
12,Main,Blitzcrank,2,2.5,0,2,2,1,1,50.0,0.5,2.5,7.0,3.0,31.5,1.21,6.4,245.0,4000.0,154.0,60.0,4.0,13.0
12,Main,Gwen,2,2.5,0,2,2,1,1,50.0,2.0,3.5,3.5,1.57,277.5,7.73,13.7,383.0,23000.0,641.0,55.0,20.0,21.0
12,Main,Jhin,2,2.5,0,2,2,1,1,50.0,2.0,2.0,7.0,4.5,227.0,7.91,11.0,384.0,14200.0,493.0,75.0,16.7,20.2
12,Main,Xayah,2,2.5,0,2,2,1,1,50.0,5.5,0.5,3.5,18.0,430.0,10.77,19.1,478.0,27000.0,676.0,85.7,52.4,27.3
12,Main,Rakan,2,2.5,1,1,1,1,0,100.0,0.0,3.0,15.0,5.0,38.0,1.13,8.3,247.0,6000.0,178.0,83.3,0.0,12.8
12,Main,Darius,2,2.5,1,1,1,0,1,0.0,4.0,2.0,5.0,4.5,228.0,6.57,12.9,373.0,15000.0,432.0,60.0,26.7,20.8
12,Main,Fiddlesticks,2,2.5,1,1,1,0,1,0.0,2.0,3.0,1.0,1.0,127.0,5.07,7.4,295.0,8500.0,340.0,50.0,33.3,19.6
12,Main,Singed,2,2.5,1,1,1,0,1,0.0,1.0,3.0,3.0,1.33,150.0,4.98,7.8,258.0,5200.0,173.0,80.0,20.0,16.2
12,Main,Mordekaiser,2,2.5,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Main,Nilah,2,2.5,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Main,Shen,1,1.3,0,1,1,1,0,100.0,2.0,0.0,4.0,6.0,247.0,7.59,12.4,380.0,12500.0,383.0,40.0,13.3,19.2
12,Main,Anivia,1,1.3,0,1,1,0,1,0.0,1.0,3.0,3.0,1.33,274.0,8.69,11.3,359.0,13700.0,434.0,57.1,14.3,23.0
12,Main,Irelia,1,1.3,0,1,1,0,1,0.0,1.0,8.0,2.0,0.38,248.0,7.28,11.5,339.0,15900.0,466.0,17.6,5.9,19.5
12,Main,Malphite,1,1.3,0,1,1,0,1,0.0,0.0,5.0,5.0,1.0,233.0,6.85,10.8,318.0,14500.0,426.0,45.5,0.0,18.7
12,Main,Nasus,1,1.3,0,1,1,0,1,0.0,0.0,4.0,3.0,0.75,15.0,0.5,5.7,190.0,6100.0,203.0,75.0,0.0,12.1
12,Main,Rumble,1,1.3,0,1,1,0,1,0.0,2.0,6.0,1.0,0.5,234.0,7.74,10.5,347.0,11600.0,385.0,75.0,50.0,22.1
12,Main,Wukong,1,1.3,0,1,1,0,1,0.0,2.0,5.0,5.0,1.4,159.0,3.75,11.4,270.0,11900.0,281.0,63.6,18.2,16.9
12,Main,Xin Zhao,1,1.3,0,1,1,0,1,0.0,1.0,3.0,3.0,1.33,179.0,6.27,9.0,316.0,7600.0,266.0,100.0,25.0,20.5
12,Main,Olaf,1,1.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
